id,skill_label,tokenized_sentences
FSS-PIN-1023-1.1,Innovation,"['Drive work area process goals, job specifications and workplace requirements for productivity initiatives, to evaluate work area processes for problems and identify areas for improvement.', 'Identify work area process goals, job specifications and workplace requirements for productivity optimisation, with documentation on productivity performance.', 'Provide insights and ideas to optimise productivity in the workplace.', 'Implement appropriate productivity tools and techniques for productivity optimisation.', 'Develop recommendations for productivity optimisation.', 'Formulate organisation’s productivity road maps and action plans.', ""Champion organisation's productivity culture""]"
FSS-SPI-3012-1.1,Innovation,"['Design and implement sustainable food production policies, processes and initiatives within the organisation.', 'Measure and collect data on waste, emissions and other elements using relevant equipment and discover alternatives to hazardous substances.', 'Facilitate the development of food production processes and initiatives that reduce waste and environmental impact, and conserve energy.', 'Evaluate sustainable food production processes and initiatives in accordance with organisation’s sustainability strategy and values.', 'Formulate and establish the organisation’s sustainable food production strategies and values']"
FSS-SPI-1013-1.1,Innovation,"['Evaluate strategic and longer-term impacts of change and improvement processes with communications to employees on the improvement plans, goals and changes to operational procedures.', 'Execute and standardise work improvement processes and report issues of service quality using standard organisational processes and timeframes.', 'Review work processes and conduct research on trends in customer satisfaction and service usage to identify opportunities for improvement.', 'Communicate work improvement processes to employees, monitoring changed processes conform to legal requirements, organisational policies and sustainability principles.', 'Resolve service shortfalls in line with organisational policies and procedures, with communications to employees on the changes to operational processes to be implemented.', 'Evaluate strategic and longer-term impacts of change and improvement processes to establish financial and non-financial performance measures and organisations or specific projects']"
FSS-RET-ACE-2007-1.1,Innovation,"['Understand complexity of cause-and-effect relationships of systems and processes across the organisation, as well as evaluate systems based on value-creation and contribution to specific issues.', 'Apply systems thinking to perform first level root cause and issue identification.', 'Understand the interrelationship of various processes affecting work activities, assess processes and systems holistically and examine aggregates rather than individual activities.', 'Monitor the interrelationship of systems and processes across the organisation and evaluate these systems based on value creation and contribution to specific issues.', 'Understand complexity of cause-and-effect relationships of systems and processes across the organisation and provide direction to improve organisational systems based on gaps identified.', 'Apply systems thinking to perform first level root cause and issue identification.', 'Understand the interrelationship of various processes affecting work activities, assess processes and systems holistically and examine aggregates rather than individual activities.', 'Monitor the interrelationship of systems and processes across the organisation and evaluate these systems based on value creation and contribution to specific issues.', 'Understand complexity of cause-and-effect relationships of systems and processes across the organisation and provide direction to improve organisational systems based on gaps identified.', 'Apply systems thinking to perform first level root cause and issue identification.', 'Understand the interrelationship of various processes affecting work activities, assess processes and systems holistically and examine aggregates rather than individual activities.', 'Monitor the interrelationship of systems and processes across the organisation and evaluate these systems based on value creation and contribution to specific issues.', 'Apply systems thinking to perform first level root cause and issue identification.', 'Understand the interrelationship of various processes affecting work activities, assess processes and systems holistically and examine aggregates rather than individual activities.', 'Monitor the interrelationship of systems and processes across the organisation and evaluate these systems based on value creation and contribution to specific issues.', 'Understand complexity of cause-and-effect relationships of systems and processes across the organisation and provide direction to improve organisational systems based on gaps identified']"
FSS-LPM-3002-1.1,Leadership and People Management,"['Articulate clear, inspiring organisational goals, plans and priorities, as well as, display behavioural characteristics within the workplace in accordance to organisational values.', 'Lead team planning activities to develop operational plans to achieve team objectives.', 'Lead team leaders in the development of business unit strategies, operational plans and corporate governance management to meet organisational needs.', 'Lead managers to develop organisational strategies and review corporate governance management to meet organisational needs.', 'Lead the development of vision, culture and strategic priorities for an organisation.', 'Lead team leaders in the development of business unit strategies, operational plans and corporate governance management to meet organisational needs.', 'Lead managers to develop organisational strategies and review corporate governance management to meet organisational needs .', 'Lead the development of vision, culture and strategic priorities for an organisation.', 'Lead team planning activities to develop operational plans to achieve team objectives.', 'Lead team leaders in the development of business unit strategies, operational plans and corporate governance management to meet organisational needs  .', 'Lead managers to develop organisational strategies and review corporate governance management to meet organisational needs.', 'Lead the development of vision, culture and strategic priorities for an organisation.', 'Lead team planning activities to develop operational plans to achieve team objectives.', 'Lead team leaders in the development of business unit strategies, operational plans and corporate governance management to meet organisational needs.', 'Lead managers to develop organisational strategies and review corporate governance management to meet organisational needs.', 'Lead the development of vision, culture and strategic priorities for an organisation']"
FSS-CFC-6054-1.1,Personal Management and Development,"[""Manage relationships with board members and participate in policy development initiatives to maximise shareholders' value."", 'Manage relationships with the board.', 'Influence and collaborate with board members in furthering organisational goals.', 'Manage relationships with the board.', 'Influence and collaborate with board members in furthering organisational goals.', 'Manage relationships with the board.', 'Influence and collaborate with board members in furthering organisational goals']"
FSS-PDV-3011-1.1,Personal Management and Development,"['Influence and facilitate positive working relationships, promote workplace diversity and cultivate a culture of open communication within the organisation.', 'Seek inputs from team members to cultivate sharing of information, encourage participation in team activities and maintain respect for one another to promote workforce diversity and inclusiveness.', 'Facilitate a culture of open communication and encourage team members to achieve a common purpose in building workplace relationships.', 'Initiate effective networks within the organisation by approaching colleagues at the workplace across functional units proactively to build rapport, seek or provide assistance, promote diversity and enhance one’s own network of business relationships.', 'Inspire and influence positive working relationships, promote workplace diversity and inclusiveness and encourage open lines of communication with colleagues to build consensus across the organisation.', 'Seek inputs from team members to cultivate sharing of information, encourage participation in team activities and maintain respect for one another to promote workforce diversity and inclusiveness.', 'Facilitate a culture of open communication and encourage team members to achieve a common purpose in building workplace relationships  .', 'Initiate effective networks within the organisation by  approaching colleagues at the workplace across functional units proactively to build rapport, seek or provide assistance, promote diversity and enhance one’s own network of business relationships.', 'Inspire and influence positive working relationships, promote workplace diversity and inclusiveness and encourage open lines of communication with colleagues to build consensus across the organisation.', 'Seek inputs from team members to cultivate sharing of information, encourage participation in team activities and maintain respect for one another to promote workforce diversity and inclusiveness.', 'Facilitate a culture of open communication and encourage team members to achieve a common purpose in building workplace relationships.', 'Initiate effective networks within the organisation by approaching colleagues at the workplace across functional units proactively to build rapport, seek or provide assistance, promote diversity and enhance one’s own network of business relationships.', 'Inspire and influence positive working relationships, promote workplace diversity and inclusiveness and encourage open lines of communication with colleagues to build consensus across the organisation']"
FSS-BIN-3127-1.1,Personal Management and Development,"['Drive and facilitate change management processes within the organisation which includes innovation and continuous improvement.', 'Implement change processes within a workgroup, which includes identifying opportunities for innovation and the implementation of changes to work practices and continuous improvement processes.', 'Manage change processes which includes facilitating innovation at the workplace, implementing change strategies and processes and evaluating the impact of change.', 'Facilitate change at senior levels within organisations which includes facilitating an environment conducive to taking risks, identifying opportunities for change and innovation, and applying systems thinking to facilitate change and innovation.', 'Drive change and innovation at an organisational level, which includes building an environment conducive to taking risks, analysing opportunities for change and innovation, and applying systems thinking to lead change and innovation.', 'Implement change processes within a workgroup, which includes identifying opportunities for innovation and the implementation of changes to work practices and continuous improvement processes.', 'Manage change processes which includes facilitating innovation at the workplace, implementing change strategies and processes and evaluating the impact of change.', 'Facilitate change at senior levels within organisations which includes facilitating an environment conducive to taking risks, identifying opportunities for change and innovation, and applying systems thinking to facilitate change and innovation.', 'Drive change and innovation at an organisational level, which includes building an environment conducive to taking risks, analysing opportunities for change and innovation, and applying systems thinking to lead change and innovation']"
FSS-PDV-3009-1.1,Personal Management and Development,"['Build a healthy pipeline of talent pool within the organisation, review talent capabilities, identify skill needs and encourage personal learning and development.', 'Work as a team leader effectively to identify and address skill development needs of team members to enhance team capabilities.', 'and motivate team members’ independence on capability development.', 'Identify team leaders’ skill requirements, facilitate their learning opportunities to enhance performance and coach team leaders to help them develop their skills and gain confidence.', 'Engage managers in building and developing employees’ skills, review organisation talent capability, develop high potential employees to meet organisational requirements and engage and support line managers in their capability development.', 'Identify and groom successors, support organisational learning and development and engage employees to develop a strong organisational base.', 'Apply workplace learning techniques to enhance work performance of team members.', 'Work as a team leader effectively to identify and address skill development needs of team members to enhance team capabilities.', 'and motivate team members’ independence on capability development.', 'Identify team leaders’ skill requirements, facilitate their learning opportunities to enhance performance  and coach team leaders to help them develop their skills and gain confidence.', 'Engage managers in building and developing employees’ skills, review organisation talent capability,  develop high potential employees to meet organisational requirements and engage and support line managers in their capability development.', 'Identify and groom successors, support organisational learning and development and engage employees to develop a strong organisational base.', 'Work as a team leader effectively to identify and address skill development needs of team members to enhance team capabilities.', 'and motivate team members’ independence on capability development.', 'Identify team leaders’ skill requirements, facilitate their learning opportunities to enhance performance and coach team leaders to help them develop their skills and gain confidence.', 'Engage managers in building and developing employees’ skills, review organisation talent capability, develop high potential employees to meet organisational requirements and engage and support line managers in their capability development.', 'Identify and groom successors, support organisational learning and development and engage employees to develop a strong organisational base.', 'Work as a team leader effectively to identify and address skill development needs of team members to enhance team capabilities.', 'and motivate team members’ independence on capability development.', 'Identify team leaders’ skill requirements, facilitate their learning opportunities to enhance performance and coach team leaders to help them develop their skills and gain confidence.', 'Engage managers in building and developing employees’ skills, review organisation talent capability, develop high potential employees to meet organisational requirements and engage and support line managers in their capability development.', 'Identify and groom successors, support organisational learning and development and engage employees to develop a strong organisational base']"
FSS-PDV-2045-1.1,Personal Management and Development,"['Manage the staffing, recruitment, performance and development of staff.', 'Support the management of the team’s and department’s day-to-day operations.', 'Provide guidance to junior team members.', 'Manage performance, development and engagement of team.', 'Manage the recruitment, performance and development of team.', 'Perform succession planning for the unit or department.', 'Drive talent management strategies, succession planning and workplace culture']"
FSS-PDV-3012-1.1,Personal Management and Development,"['Demonstrate self-awareness and commit to personal development by capitalising individual strengths and seeking ways to address weaknesses.', 'Review one’s performance to identify strengths and limitations of professional competence and management practices and seek opportunities to develop skills and knowledge required of work roles.', 'Undertake self-assessment in relation to one’s performance and leadership style, evaluate current and future requirements of one’s work roles and maintain currency of knowledge in required areas of technical and managerial expertise.', 'Apply emotional intelligence, use opportunities for reflection on one’s work performance and leadership style and display effective communication techniques and behaviours that demonstrate the organisation’s values and ethics.', 'Demonstrate mastery of concepts and approaches relating to personal effectiveness including effective communication, persuasion, stakeholder influence and decision-making.', 'Review one’s performance to identify strengths and limitations of professional competence and management practices and seek opportunities to develop skills and knowledge required of work roles.', 'Undertake self-assessment in relation to one’s performance and leadership style, evaluate current and future requirements of one’s work roles and maintain currency of knowledge in required areas of technical and managerial expertise.', 'Apply emotional intelligence, use opportunities for reflection on one’s work performance and leadership style and display effective communication techniques and behaviours that demonstrate the organisation’s values and ethics.', 'Demonstrate mastery of concepts and approaches relating to personal effectiveness including effective communication, persuasion, stakeholder influence and decision-making']"
FSS-PDV-3053-1.1,Personal Management and Development,"[""Demonstrate self-awareness of one's personal development by capitalising on strengths and seeking for improvements to address weaknesses."", 'Review one’s performance to identify strengths, limitations of professional competence and management practices to improve performance effectiveness at work.', 'Undertake self-assessment in relation to one’s performance and leadership style, evaluate current and future requirements of one’s work roles and maintain currency of knowledge in required areas of technical and managerial expertise.', 'Apply emotional intelligence, use opportunities for reflection on one’s work performance and leadership style and display effective communication techniques and behaviours that demonstrate the organisation’s values and ethics.', 'Demonstrate mastery of concepts and approaches relating to personal effectiveness including effective communication, persuasion, stakeholder influence and decision-making']"
FSS-PDV-3054-1.1,Personal Management and Development,"['Develop and implement strategies that support diversity and cross-cultural cooperation within the workplace.', 'Participate in networking and team building activities to establish working relationships and support organisational and team priorities.', 'Pursue collaborative opportunities and productive relationships at the workplace to support organisational priorities.', 'Develop strategies to support diversity, effective working relationships and networks to provide strategic value to the organisation.', 'Lead organisational diversity, cooperation and relationships to provide strategic value to the organisation.', 'Participate in networking and team building activities to establish working relationships and support organisational and team priorities.', 'Cultivate collaborative and productive relationships at the workplace to support organisational priorities.', 'Develop effective working relationships and networks to provide strategic value to the organisation.', 'Create and foster strong organisational relationships throughout the organisation to provide strategic value to the organisation']"
FSS-PMT-4007-1.1,Project Management,"['Set and determine project after action review (AAR) as well as review and evaluate success of strategic plan after action plans have been implemented.', 'Conduct project AARs and apply key learning points for future projects.', 'Lead programme and project AARs as well as evaluate and follow up on the implications of AAR findings to establish improvements.', 'Conduct project AARs and apply key learning points for future projects.', 'Lead programme and project AARs as well as evaluate and follow-up on the implications of AAR findings to establish improvements']"
FSS-FRC-2006-1.1,Quality Management,"['Audit and assess the quality of food and beverages to ensure compliance.', 'Participate in internal and external food and beverage quality audits.', 'Assess information and report key findings from food and beverage quality audits.', 'Analyse audit information and recommend corrective actions to ensure food and beverage quality assurance is maintained.', 'Lead audits and/or quality control inspections to ensure food and beverage quality standards are met']"
FSS-CGP-1023-1.1,"Risk Management, Governance and Regulatory Compliance","[""Develop and implement organisation's compliance programmes with relevant legislative and regulatory requirements."", 'Demonstrate working knowledge to ensure adherence to relevant legislative and regulatory requirements in carrying out day-to-day work activities.', 'Analyse information on relevant legislation and compliance requirements.', 'Manage compliance monitoring to report issues and challenges identified with action plans on compliance in the event of non-compliance.', ""Formulate organisation's compliance programmes to incorporate relevant legislative and regulatory requirements."", ""Endorse organisation's compliance programmes in accordance with relevant legislative and regulatory requirements."", 'Demonstrate working knowledge to ensure adherence to relevant legislative and regulatory requirements in carrying out day-to-day work activities.', 'Analyse and interpret information on relevant legislation and compliance requirements.', 'Manage compliance monitoring, report issues and challenges identified and formulate action plans on compliance in the event of non-compliance.', ""Formulate organisation's compliance programmes to incorporate relevant legislative and regulatory requirements."", ""Endorse organisation's compliance programmes in accordance with relevant legislative and regulatory requirements""]"
FSS-RIM-3033-1.1,"Risk Management, Governance and Regulatory Compliance","['Manage loss and risk policies and procedures to prevent loss and risk incidents in daily business operations to safeguard the property, safety and well-being of guests and/or customers.', 'Implement and review loss and risk preventive policies and procedures to safeguard privacy and security of property, guest, customers and/or residents.', 'Manage inspection activities, measures and mitigation actions to minimise loss and risk in business operations.', 'Implement and review loss and risk preventive policies and procedures to safeguard privacy and security of property, guest, customers and/or residents.', 'Manage inspection activities, measures and mitigation actions to minimise loss and risk in business operations']"
FSS-RIM-4004-1.1,"Risk Management, Governance and Regulatory Compliance","['Enforce corporate governance and risk compliance within the organisation through the establishment of policies, compliance programmes and management systems.', 'Evaluate and review compliance with applicable legislation and regulations on enterprise risk for the business unit.', 'Establish processes for the management of non-compliance to governance requirements.', 'Endorse the principles of corporate governance and compliance in the organisation.', 'Evaluate and review compliance with applicable legislation and regulations on enterprise risk for the business unit  .', 'Establish processes for the management of non-compliance to governance requirements.', 'Endorse the principles of corporate governance and compliance in the organisation.', 'Evaluate and review compliance with applicable legislation and regulations on enterprise risk for the business unit.', 'Establish processes for the management of non-compliance to governance requirements.', 'Endorse the principles of corporate governance and compliance in the organisation.', 'Evaluate and review compliance with applicable legislation and regulations on enterprise risk for the business unit.', 'Establish processes for the management of non-compliance to governance requirements']"
HCE-DMH-2007-1.1,Ambulance Operations Readiness,"['Maintain and manage inventory control and equipment for ambulance and storage area.', 'Perform inventory control and equipment checks']"
HCE-QPH-2008-1.1,Ambulance Operations Readiness,"['Support the management of special situations in prehospital setting.', 'Assist in special situations']"
HCE-DMH-1001-1.1,Department Management,"['Perform and manage billing procedures and finance-related activities.', 'Perform billing and refund activities accurately according to organisational procedures.', 'Explain to patients financial obligations and various payment options including subsidies available.', 'Manage payment and billing exceptions including errors and amendments.', 'Facilitate billing and financial counselling activities.', 'Manage escalated exceptions and downgrading processes']"
HCE-FIN-3010-1.1,Department Management,"[""Manage organisation's short and long-term financial needs."", 'Maintain the day-to-day financial operations.', 'Comply and utilise department budget allocation.', 'Develop and manage budget for department.', 'Support organisation’s financial management practices and approve department or cross-department budget.', 'Maintain the organisation’s financial performance processes ensuring compliance to organisational procedures.', ""Review organisation's revenue and profitability in business activities""]"
HCE-DMH-1002-1.1,Department Management,"[""Manage patient reception for medical appointment scheduling, registration, and/or patients' admission and discharge procedures."", 'Perform all necessary procedures related to patient registration, admission and discharge in accordance to organisational procedures and guidelines.', 'Perform complex procedures related to patient registration, admission and discharge in accordance to organisational procedures and guidelines.', 'Manage frontline service resources to ensure a smooth patient experience and clinic operations.', 'Review the organisational frontline services workflow']"
HCE-DMH-1003-1.1,Department Management,"['Perform inventory control and maintain equipment for the therapy department.', 'Maintain inventory and equipment as instructed.', 'Monitor inventory control and equipment maintenance']"
HCE-DMH-3004-1.1,Department Management,"['Manage inventory control of the department.', 'Maintain resource material inventories and equipment.', 'Manage the maintenance of equipment in the department and develop proposals for new equipment.', 'Review proposals for the procurement of new equipment, monitor the utilisation of existing equipment stocks and anomalies and oversee investigation of anomalies']"
HCE-SCL-2005-1.1,Department Management,"['Support, plan, execute and review the procurement of drugs.', 'Identify procurement requirements to maintain stock control.', 'Evaluate suppliers from approved supplier lists to raise Request For Quotation (RFQ) or Purchase Order (PO) for approval.', 'Manage the procurement process']"
HCE-BIN-2121-1.1,Department Management,"['Implement, develop and review department performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps.', 'Support the monitoring of performance of departments.', 'Monitor Key Performance Indicators (KPIs) of departments.', 'Implement and monitor strategies for unit or department performance management and review outcomes for gap analysis.', 'Develop strategies and establish guidelines for unit or department performance management.', 'Develop strategies for organisational performance management, inclusive of Key Performance Indicators (KPIs) to achieve organisational goals, and communicate these strategies to stakeholders']"
HCE-DMH-1005-1.1,Department Management,"['Manage pharmacy equipment including the maintenance and procurement of equipment.', 'Carry out routine equipment maintenance.', 'Plan and monitor maintenance schedules.', 'Oversee all equipment maintenance handling procedures to ensure safe and efficient equipment for operations']"
HCE-DMH-3006-1.1,Department Management,"['Maintain and enhance pharmacy information technology systems and workflows to ensure optimum performance.', 'Manage the performance of pharmacy information technology (IT) systems and workflows to ensure efficiency in operations.', 'Review pharmacy information technology (IT) systems and processes']"
HCE-DRM-2001-1.1,Drug Compounding and Management,"['Maintain, oversee and review automated processes and systems within a department.', 'Utilise automated systems and other technology to enhance safety and efficiency in the practice setting.', 'Oversee automation system processes including the implementation process, improvements or enhancements to the departments’ automation and technological services.', 'Review process improvements or enhancements to the departments’ automation and technological services']"
HCE-DRM-3002-1.1,Drug Compounding and Management,"['Manage preparation, receipt, dispatch and storage of Clinical Investigational Drug (CID).', 'Manage Clinical Investigational Drug (CID) products including inventories and records for CID distribution and trials.', 'Review Clinical Investigational Drug (CID) workflows to identify areas of improvements and redundancies']"
HCE-DRM-1003-1.1,Drug Compounding and Management,"['Manage the inventory and the distribution of pharmaceutical products to ensure the quality and integrity of product supply.', 'Assist with the distribution of drugs by maintaining a healthy stock level of pharmaceutical products.', 'Manage drug distribution processes to ensure that sufficient stocks are available for distribution.', 'Manage exemption and sample drugs as well as drug recall processes associated with drug distribution.', 'Review drug distribution systems']"
HCE-DRM-1004-1.1,Drug Compounding and Management,"['Process prescriptions and medication orders and dispense medication accurately.', 'Resolve medication incidents including dispensing errors and near misses.', 'Process prescriptions and/or medication orders according to organisational guidelines.', 'Dispense prescriptions accurately.', 'Manage medication incidents including near misses and dispensing errors under supervision of pharmacists before dispensing medicines to patients.', 'Review dispensing workflows, taking into account feedback and complaints received on medication incidents including near misses and dispensing errors in order to improve and align organisational processes to best practices']"
HCE-DRM-1005-1.1,Drug Compounding and Management,"['Comply and promote medication safety practices and manage medication errors.', 'Comply with medication safety practices.', 'Educate medication safety practices in working environment.', 'Manage medication errors including near-miss incidents.', 'Plan and implement corrective actions in ensuring medication safety']"
HCE-DRM-2006-1.1,Drug Compounding and Management,"['Prepare and perform small scale compounding of extemporaneous pharmaceutical products.', 'Prepare and perform small-scale compounding of non-sterile extemporaneous products.', 'Verify products in accordance to requirements']"
HCE-DRM-2007-1.1,Drug Compounding and Management,"['Process orders and prescriptions, assist in compounding of sterile products and review quality of finished products.', 'Prepare sterile products and work areas in accordance to protocols and practice standards.', 'Inspect the quality of compounded sterile products (CSPs) including their manufacturing processes in order to identify potential areas of sterility compromise']"
HCE-PDV-4036-1.1,Education for Healthcare Professions,"['Plan and design curricula that fulfil desired outcomes to build workforce capability.', 'Design curricula to meet training needs at individual, department and organisational levels.', 'Review and approve curricula']"
HCE-PDV-3037-1.1,Education for Healthcare Professions,"[""Evaluate learners' knowledge to develop self-regulated learners."", 'Support assessment of newly joined Enrolled Nurses, students and support care staff.', 'Guide students and nurses in assessment of skills to meet learning outcomes.', 'Develop learners’ assessment frameworks and integrate improvements in assessment processes']"
HCE-PDV-4038-1.1,Education for Healthcare Professions,"[""Identify the learning needs of the learners' workplace, department or division in accordance to the Learning Needs Analysis Framework."", 'Interpret and apply learning needs analysis framework to identify the learning needs of the learners’ workplace, department or division.', 'Lead the development and implementation of the learning needs analysis framework across the workplace or division.', 'Secure resources, including budget for strategic human capital development to meet demands of healthcare landscape and organisation goals']"
HCE-PDV-2039-1.1,Education for Healthcare Professions,"['Deliver learning experiences according to the profile and learning needs of the students, staff or professionals, including the provision of mentorship or coaching..', 'Deliver on-the-job training (OJT) for staff according to materials and guidelines developed.', 'Conduct training for learners according to programme design.', 'Implement education and training programmes, and conduct training for learners according to programme design.', 'Drive the development of healthcare professionals in the organisation and cluster through delivery of specialised training programmes.', 'Guide delivery of programmes by direct reports and develop guidelines to improve delivery of training programmes and presentations']"
HCE-PDV-4040-1.1,Education for Healthcare Professions,"['Plan, design and develop learning experiences that fulfill required skills and competency outcomes.', 'Develop training programmes, analyse the range of factors which influence learning, adopt best practice principles in programme design and vet programmes and materials.', 'Develop mentoring frameworks and training road maps across clinical specialties in the department or profession and training programmes for advance skills.', 'Influence and guide the development of training programmes across the hospital, cluster or nation']"
HCE-PDV-4041-1.1,Education for Healthcare Professions,"['Evaluate the effectiveness and efficiency of programmes, and contribute to continuous programme improvement.', 'Conduct evaluation of programmes through data collection, analysis and interpretation to establish programme effectiveness, and provide recommendations to contribute to programme improvement.', 'Lead the development and implementation of programme evaluation initiatives and procedures, and evaluate the effectiveness of training programmes.', 'Drive the healthcare setting’s strategic plans in programme evaluation so as to achieve organisation goals']"
HCE-PDV-4013-1.1,Education for Healthcare Professions,"[""Identify training needs and coordinate staff training according to customised training roadmaps to improve employees' skills and capabilities."", 'Identify training needs based on skill gaps within the organisation and communicate information relating to the training and assessment programmes, coordinate staff training as well as evaluate effectiveness of programmes.', ""Identify training needs for the organisation, develop training roadmaps to enhance employees' skills and capabilities and take lead to improve training and assessment programmes for continuous improvements."", 'Identify training needs based on skill gaps within the organisation and communicate information relating to the training and assessment programmes, coordinate staff training as well as evaluate effectiveness of programmes.', ""Identify training needs for the organisation, develop training roadmaps to enhance employees' skills and capabilities and take lead to improve training and assessment programmes for continuous improvements""]"
HCE-PDV-3042-1.1,Education for Healthcare Professions,"[""Identify training, coordinate or manage staff training according to customised training roadmaps to improve employees' skills and capabilities."", 'Identify learning needs of staff and coordinate staff training including on-the-job training (OJT) in accordance to organisation learning and development frameworks.', 'Analyse learning needs based on competency and skill requirements within the organisation And communicate information relating to the training, including on-the job training (OJT), and assessment programmes, as well as evaluate effectiveness of programmes']"
HCE-CGP-4011-1.1,Enterprise Risk Management,"['Establish clinical frameworks for professional practice to ensure alignment with regulatory frameworks and organisational objectives.', 'Implement clinical governance frameworks in professional practice.', 'Formulate performance requirements and monitoring procedures, to ensure alignment to clinical governance frameworks and standards.', 'Set direction for clinical governance in professional practice and establish guidelines and policies for clinical governance']"
HCE-ICM-2023-1.1,Enterprise Risk Management,"['Support, implement and develop emergency response and crisis management plans and policies.', 'Participate in emergency response and/or crisis management plans.', 'Implement emergency response and/or crisis management plans and suggest improvements to these plans.', 'Supervise the implementation of emergency response and crisis management plans.', 'Coordinate emergency response and/or crisis management plans and contingency plans for implementation during emergency or crisis situations and develop major incident command systems.', 'Lead incident command groups through emergency or crisis situations']"
HCE-RIM-3020-1.1,Enterprise Risk Management,"['Oversee the implementation of policies, frameworks and procedures in the department and oversee compliance to them in order to ensure the integrity of operations and manage risk.', 'Identify risk events, respond according to risk appetite statements; adhere to implementation procedures and report risks.', 'Review and analyse internal and external influencing factors that may impact risk statements and provide recommendations and possible solutions to mitigate such risks with relevant stakeholders.', 'Refine and communicate risk appetite framework, statements, goals and metrics based on established departmental strategic objectives, processes and internal capabilities.', 'Articulate risk management philosophy and define risk appetite statements based on established organisational strategic objectives, processes, internal capabilities and external environment']"
HCE-RIM-2021-1.1,Enterprise Risk Management,"['Anticipate, respond to and report physical, verbal and emotional abuse in the workplace.', 'Report incidences of workplace violence by staff, colleagues or clients to the relevant stakeholders and deploy workplace violence protocols where necessary.', 'Adhere to organisation’s workplace violence guidelines and policies.', 'Implement violence prevention policies in the workplace and identify hazards to develop appropriate policies to prevent workplace violence.', 'Formulate workplace violence policies.', 'Establish goals, identify resources and evaluate program performance expectations']"
HCE-PVE-3007-1.1,Ethics and Professionalism,"['Demonstrate awareness and sensitivity in working professionally with diverse individuals, groups and communities who represent various cultural and personal backgrounds and characteristics.', 'Apply principles of diversity and inclusion in professional practice and in working with clients, caregivers, healthcare professionals and other relevant stakeholders.', 'Recognise, respect and respond to diversity needs and promote diversity, inclusion and equity in order to achieve the best possible outcomes for all clients and stakeholders.', 'Drive an organisational culture that promotes diversity and inclusion practices in all aspects of professional practice']"
HCE-PVE-2008-1.1,Ethics and Professionalism,"['Apply legal and ethical principles and professional code of conduct to uphold the integrity and reputation of the organisation and the profession.', 'Apply organisational code of conduct in the delivery of services to clients and patients.', 'Uphold principles of professional, legal and ethical conduct, policies and procedures and inclusive work practices into practice.', 'Ensure compliance to professional, legal, and ethical requirements.', 'Apply ethical decision-making models and strategies to address ethical dilemmas and issues.', 'Implement systems and processes to ensure departmental activities adhere to professional, legal and ethical requirements.. Drive professional, legal and ethical accountability and responsibility within and across organisations']"
HCE-PVE-1009-1.1,Ethics and Professionalism,"['Conduct regular self-assessment of own competence in order to continuously develop as a professional.', 'Recognise personal qualities and beliefs and their impact on professional activities.', 'Apply self-awareness and self-care principles for personal and professional development.', 'Identify gaps and limitations in professional competencies and qualities and seek advice, supervision and consultation for personal and professional development.', 'Determine learning needs and areas of improvement and apply learnings for personal and professional improvement.', 'Evaluate personal effectiveness, and develop development plans to improve professional practice.', 'Evaluate effectiveness of learning outcomes and validate personal and professional reflections within and outside of the organisation to improve professional practice.', 'Drive support systems and create an environment that facilitates reflective practice, professional development and learning within and outside of professional practice']"
HCE-DAT-3008-1.1,Evidence Based Practice,"['Analyse research data, interpret results generated and link them to the research question or related findings in scientific literature.', 'Apply statistical and analytics techniques to analyse research data and interpret results generated with guidance.', 'Apply statistical and analytics techniques to analyse research data, interpret results generated and provide guidance to junior researchers.', 'Drive the analysis of research data and the interpretation of results generated.', 'Drive synergies in the analysis of data across research studies to derive new insights']"
HCE-DAT-3009-1.1,Evidence Based Practice,"['Employ sound research methodologies to collect and manage data.', 'Collect and enter research data with guidance.', 'Set up specific research database, manage collected data and provide guidance to junior researchers.', 'Ensure compliance to current organisational collection standards for all projects within the department.', 'Set standards and guidelines regarding data collection and management for the department']"
HCE-DAT-3010-1.1,Evidence Based Practice,"['Collect and analyse research data and appraise published research to derive new insights and support decision-making.', 'Participate in data collection.', 'Apply knowledge of research and statistical techniques to analyse research data and evaluate its relevance for clinical practice.', 'Identify clinical problems and priorities to be addressed by evidence-based practice or research.', 'Drive synergies in the analysis of data across professional groups to derive new insights']"
HCE-RND-3012-1.1,Evidence Based Practice,"['Develop research questions, proposals and study protocols.', 'Participate in small and/or simple research proposal development with guidance.', 'Undertake small and/or simple research proposal development and provide guidance to junior researchers.', 'Undertake larger and/or more complex research proposal developments and lead a team of researchers on research proposal development.', 'Consult at a national or international level for research proposal development']"
HCE-RND-4013-1.1,Evidence Based Practice,"['Translate research findings into practice.', 'Integrate findings from research and formulate recommendations to bridge gaps in professional practice.', 'Formulate recommendations based on research findings to inform on gaps in policies, research and professional practice.', 'Drive translation of research outcomes into recommendations to address gaps in policies, professional practice and provision of healthcare services']"
