id,job_label,tokenized_sentences,sector_label
21521.ELE.06.005,Technical & Engineering,"['Responsible for managing quality systems, tools and standards in a manufacturing environment, a Senior Quality Engineer identifies risk areas, ensures that the risk control plan is robust and conducts qualification or validation for new materials.', 'The Engineer also sets up a control plan for a smooth production flow and develops a management system that meets the quality requirements of both internal and external parties involved.', 'The Engineer is expected to be an analytical thinker with strong leadership skills who can develop on-the-job training programmes as well as guide team leaders on how to produce effective business unit strategies and operational plans.', 'Collaborate with stakeholders in improvement activities to meet organisational goals', 'Conduct audit validation and drive systemic solution with team members', 'Conduct qualification and validation for new materials', 'Deploy control plans for smooth production flow', 'Develop on-the-job training programmes', 'Develop team leaders through capability development and coaching', 'Develop workplace learning plans', ""Develop, drive and communicate quality system to ensure operation meets both internal and external parties' quality requirements"", 'Drive compliance in quality policies and procedures', 'Enhance safety procedures and ensure good housekeeping is in place in the respective area of responsibilities', 'Evaluate calibration and measurement analysis systems for improvement', 'Formulate and implement quality project plan in joint consultation with stakeholders', 'Identify risk area and ensure risk control plan deployed for excursion free launch', 'Identify system gaps and enhancement on the quality management system', 'Lead cross-functional team in continuous improvement projects', 'Lead team leaders in the development of business unit strategies and operational plans', 'Manage quality planning to complement quality system', 'Manage quality system certification']",Electronics
21521.ELE.01.006,Technical & Engineering,"['A Staff Engineer directs the adoption of technical practices to achieve sustainable and efficient technical results.', 'The Staff Engineer also evaluates manufacturing and assembly plan of new product designs, and develops new process capability to meet the organisation?\x99s product design requirement.', 'Other responsibilities include establishing maintenance strategies and systems, and integrating quality principles and methodology to enhance engineering performance.', 'Working in consultation with other department heads, the Engineer takes on the role of an advisor to recommend technical solutions and influence technical decisions.', 'The Engineer is expected to have good leadership qualities so as to spearhead change in management.', 'Adapt technical practices to achieve sustainable and efficient technical results', 'Analyse data for business insights identification', 'Conduct interviews and make hiring decisions', 'Develop new process capability to meet product design requirements', 'Develop on-the-job training programmes', 'Develop workplace learning plans', 'Direct research on application of new and unique manufacturing approaches', 'Direct technical teams and be accountable for the technical results', 'Establish maintenance strategy and systems', 'Evaluate manufacturing and assembly plan of a new product design', 'Evaluate new methodologies to improve work processes', ""Evaluate organisation's approach towards a lean enterprise"", 'Evaluate workplace safety and health management system for compliance and improvement', 'Integrate quality principles and methodology to enhance engineering performance', 'Lead change management in the organisation', 'Manage conflict grievances and disputes between employees', 'Mentor a team of engineers and/or assistant engineers', 'Resolve maintenance and manufacturing issues', 'Review innovation practices to enhance business competitiveness']",Electronics
31141.ELE.01.002,Technical & Engineering,"['A Technician performs routine maintenance work on equipment or facilities and recommends equipment set-up improvement according to work disposition records.', 'Other responsibilities include controlling and monitoring maintenance processes to meet organisational requirements; and providing basic engineering technical support to ensure that both the production and process flows run smoothly.', 'Rotating shift work is expected for this role.', 'Carry out routine preventive maintenance work', 'Conduct routine equipment cleaning and inspection activities', 'Interpret information provided by the network/dashboard for machine monitoring', 'Interpret the network/dashboard data for troubleshooting of defects', 'Keep records of defective final products', 'Monitor process control automation to reduce process variation', 'Record equipment performance in the assigned line', 'Seek opportunities for improvement and take corrective actions', 'Suggest areas of improvement in equipment setup', 'Support troubleshooting and process control of automated system']",Electronics
31521.SEA.01.001,Shipping & Maritime Services,"[""A 2nd, 3rd or 4th Mate is responsible for planning a ship's route and navigating the ship."", 'Responsibilities include determining the geographical position of the ship, and keeping watch on the bridge and over its equipment.<br><br>Duties include maintaining charts and publications, and ensuring that equipment, including life-saving and fire-fighting appliances, are in top working condition.<br><br>In the event of emergencies, the individual responds to search and rescue operations.', 'The individual exercises sound judgement, and acts quickly with confidence in a crisis.<br><br>The individual reports to the Captain, and assists in communicating and enforcing company policies and procedures.<br><br>The individual has strong time management skills, is able to set priorities, handle multiple tasks, and meet deadlines.', 'The individual is also able to get along with people of various nationalities.', 'The individual must not be colour blind and must fulfil the requirements stipulated in the Standards of Training, Certification and Watchkeeping for Seafarers issued by the International Maritime Organisation.', 'Contribute to the safety of personnel and the ship', 'Maintain a safe navigational watch', 'Maintain seaworthiness of the ship', 'Manoeuvre the ship', 'Monitor the loading, stowage and securing during the voyage and unloading of cargoes', 'Operate life-saving equipment and apply medical first aid on board the ships', ""Plan and conduct a passage, and determine the ship's position"", 'Prevent, control and fight fires on board', 'Respond to a distress signal at sea', 'Respond to emergencies', 'Supervise the crew and encourage teamwork amongst the crew', 'Transmit and receive information by visual signalling']",Sea Transport
21711.SEA.01.002,Port Operations,"[""A 2nd Engineer (Special Limit) carries out his duties on vessels that operate within Singapore's Special Limit, which is a radius of 30 nautical miles from the port."", 'The main propulsion machinery of such vessels is less than 3,000kW.', ""This senior engineer is responsible for the operation and maintenance of the ship's propulsion and other mechanical and electrical systems."", 'The individual must pass a colour vision test and fulfil requirements stipulated in the Standards of Training, Certification and Watchkeeping for Seafarers issued by the International Maritime Organisation.', 'Apply first aid to survivors', 'Carry out a rescue in a smoke-filled space', ""Maintain proper records of movements and activities relating to ship's engineering systems"", 'Monitor the machinery in accordance with schedules, operating conditions and instructions throughout the operation', 'Plan and carry out operations in accordance with operating manuals, established rules and procedures to ensure safety of operations', 'Relieve, maintain and hand over the watch in accordance with practices and procedures as well as established safety rules and regulations', 'Take charge of a survival craft or rescue boat during and after launch', 'Use locating devices, including communication and signalling apparatus']",Sea Transport
21711.SEA.01.001,Shipping & Maritime Services,"['The 3rd/4th/5th Engineer plays the role of a Watch Officer in a manned engine room or a Duty Engineer in a periodically unmanned engine room of ships powered by main propulsion machinery of 750 kW or more.', 'Leading the engineering team, the Engineer oversees the operation, maintenance and repairs done by subordinate engineers and engine rating members.', 'The individual should be familiar and proficient in the maintenance and repair of main and auxiliary engines, and their associated systems and equipment including safety and emergency appliances.', 'The role requires an organised person who is a multitasker with a good grasp of the regulatory requirements of manning engine rooms.', 'The Engineer must pass a colour vision test and fulfil requirements stipulated in the Standards of Training, Certification and Watchkeeping for Seafarers issued by the International Maritime Organisation.', 'Carry out fabrication and repair on board ships', 'Contribute to the safety and security of personnel and the ship', 'Maintain and repair electrical and electronic equipment', 'Monitor compliance with legislative requirements', 'Operate fuel, lubrication, ballast, other pumping systems and associated control systems', 'Operate life-saving equipment and apply medical first aid on board ships', 'Operate main and auxiliary machinery and associated control systems', 'Prevent, control and fight fires on board ships']",Sea Transport
24342.SEA.01.001,Shipping & Maritime Services,"[""An Assistant Chartering Broker monitors freight, ship hire and cargo rates, identifies ships available for charter and prepares contracts that meet a client's requirements."", 'This role includes assisting in reports on sales and freight earnings, and assessing market data to identify potential clients.', ""The Assistant Chartering Broker sustains the organisation's relationships with existing clients by ensuring that service standards are met."", ""The individual may also be expected to identify bottlenecks and propose improvements to the organisation's workflow."", 'The job role is suitable for an individual who is proactive, pays attention to detail and has a flair for numeracy.', 'Assist in the negotiation and finalisation of contract details', 'Find ships for specific employment', 'Identify and solicit prospective clients', 'Monitor and analyse market directions, and supply and demand of ships', 'Prepare reports on sales and freight earnings', 'Propose workflow improvements to improve efficiency', 'Report findings for business development', 'Update chartering and customer databases', 'Update clients on chartering activities, as well as personnel, refinery and fleet changes']",Sea Transport
31009.SEA.01.002,Port Operations,"['An Assistant Engineer helps in overseeing the maintenance and servicing regime of port equipment.', 'This individual supervises a team of technicians and senior technicians in carrying out maintenance duties according to specified schedules.', ""The Assistant Engineer adapts and applies engineering techniques to troubleshoot and repair port equipment, identifies bottlenecks and proposes improvements to the organisation's workflow."", 'Part of the job involves working closely with engineers and senior engineers to implement Automated Guided Vehicles (AGVs) technology in the ports.', 'The role suits a proactive person who can perform well as part of a team.', 'Assist with the development of the preventive maintenance plan', 'Comply with Workplace Safety and Health (WSH) policies, procedures and regulations when carrying out work', 'Control project quality to ensure project objectives are met', 'Coordinate repair and maintenance functions', 'Participate in simulations of AGVs within the ports', 'Plan the implementation of projects by determining specifications, installation schedules and planning shutdowns', 'Prepare purchase documentation for resources', 'Propose workflow improvements to improve efficiency', 'Provide technical support and knowledge for service recovery team in rectifying fault tracing and diagnosing breakdown problems', 'Supervise the work of Technicians/Senior Technicians and vendors', 'Support and initiate enhanced maintenance systems and procedures to improve maintenance efficiency', 'Track cost of repairs and maintenance', 'Work with suppliers and vendors on the delivery of resources']",Sea Transport
24342.SEA.02.001,Shipping & Maritime Services,"['As an intermediary between buyers and sellers of ships, an Assistant Sales and Purchase Broker identifies potential clients, and supports the Sales and Purchase Broker in finalising the transaction and contract.', 'This role may involve reviewing valuation reports and proposing options to finance the sale and purchase of the ship.', 'The Assistant Sales and Purchase Broker also ensures that all contracts adhere to legal and regulatory requirements, and accurately reflect the interests of all parties.', 'The job entails staying abreast of trends and developments in the shipping market, assessing market data, and sustaining strong relationships with clients.', ""The individual must be able to work in a fast-paced environment where duties may extend to identifying issues and proposing improvements to the organisation's workflow."", 'A keen eye for detail and a flair for numeracy are an advantage.', 'Assist in the negotiation and finalisation of sales and purchase of ships', 'Identify and solicit prospective clients', 'Monitor and analyse market trends in ship sale and purchase', 'Propose ship financing options', 'Propose workflow improvements to improve efficiency', 'Report findings for business development', 'Report on sales and earnings', 'Update chartering and customer databases', 'Update clients on chartering activities, personnel, refinery and fleet changes']",Sea Transport
33312.SEA.01.002,Shipping & Maritime Services,"['The first point of contact for vessels arriving into port, a Boarding Officer facilitates the smooth entry and departure of their assigned ships, seeing to it that they fulfil statutory formalities and required declarations.', 'The Officer is expected to establish good relationships with the Ship Captain and Chief Engineer.', ""This role requires the ability to identify bottlenecks, propose improvements to the organisation's workflow, and assist with their implementation."", 'The job is suitable for a highly organised person who can work with tight schedules to cater to the different arrival times of ships.', 'The role involves juggling the demands of paperwork and on-site work, and coping with tight work schedules and unanticipated events.', 'Acquire and allocate resources to support operations', 'Handle cargo documentation, invoices and inwards shipment', 'Identify and solicit prospective clients', 'Liaise with clients on status of cargo clearance', 'Liaise with local agencies on daily work matters', 'Monitor cargo loading and unloading operations', 'Monitor vessel arrival and departure', 'Optimise utilisation of resources', 'Prepare quotations and proforma disbursements as required by clients, shipowners and shipping lines', 'Process all formalities and declarations in a timely manner to ensure smooth entry or departure of ships assigned', 'Propose workflow improvements to improve efficiency', 'Solve problems arising from the course of work', 'Supervise and guide Shipping Clerks (Documentation)']",Sea Transport
24343.SEA.01.001,Shipping & Maritime Services,"[""Through a shipbroker, a Charterer supports an organisation's chartering operations."", 'The Charterer deals with shipowners, traders and other charterers to ensure the safe delivery of cargo in the most cost-effective way.', 'Supporting the team who manages client accounts, the Charterer addresses issues arising before and after the charter.', 'The Charterer also has to maintain a good rapport with clients and high service standards.', 'Other duties include gathering and analysing data to uncover new business opportunities, and liaising with stakeholders to acquire the latest ship details, schedules and updates.', ""The Chartering Executive is also expected to identify bottlenecks in the organisation's workflow, propose improvements and assist with the implementation."", 'The job calls for an individual who pays attention to detail and has a flair for numeracy.', 'Assist in the negotiation and finalisation of contract details', 'Identify and solicit prospective clients', 'Keep clients abreast of chartering activities, as well as personnel, refinery and fleet changes', 'Liaise with stakeholders on resolution processes for pre- and post-fixture issues', 'Monitor and analyse market directions', 'Prepare reports on sales and freight earnings', 'Propose workflow improvements to improve efficiency', 'Report findings for business development', 'Update chartering and customer databases']",Sea Transport
24342.SEA.01.002,Shipping & Maritime Services,"['A Chartering Broker acts as the intermediary between ship charterers and cargo owners to arrange for the best possible cargo rates while ensuring all deals comply with legal and regulatory requirements.', 'The role entails monitoring freight, ship hire and cargo rates, and analysing sales and freight earnings reports.', 'The Chartering Broker proactively seeks prospective clients and maintains strong relationships with existing ones by adhering to service standards.', 'The Broker is also responsible for assessing the viability and risks of pursuing new business opportunities, turning ideas, processes and data into insightful recommendations.', 'The Chartering Broker is also involved in resolving day-to-day operations issues and overseeing the implementation of workflow improvements that may enhance customer satisfaction and optimise resources.', 'The role involves guiding and coaching assistant chartering brokers in their daily work.', 'Analyse market data to identify business opportunities', 'Analyse reports on chartering activities as well as supply and demand of ships', 'Analyse reports on sales and earnings', 'Analyse risk management data', 'Analyse risks of potential business opportunities', 'Develop business unit plans', 'Find ships for specific employment', 'Manage compliance with risk management frameworks, policies and processes', 'Manage contracts with shipowners, cargo owners and brokers', 'Manage issues arising from servicing client accounts', 'Monitor the targets achieved against key performance indicators', 'Negotiate spot fixtures or time charters to facilitate chartering operations', 'Oversee implementation of workflow improvements to improve efficiency']",Sea Transport
24343.SEA.01.003,Shipping & Maritime Services,"[""A Chartering Manager is in charge of leading and guiding a team to meet the organisation's goals in the chartering business."", 'Managing resources and risks, and negotiating with various parties on bunkers, spot and time charter deals as well as marketing tonnage are part of the job.', 'The Chartering Manager evaluates potential business development opportunities to ensure profitability and competitiveness.', 'This role requires sourcing optimal shipping solutions and maximising potential earnings while optimising costs.', 'Hence, the ability to evaluate the pros and cons of alternative approaches is essential.', 'The Manager also understands complex concepts and information, and translates them into action.', 'This job requires excellent communication and interpersonal skills, and the ability to conduct complex negotiations.', 'Analyse the freight market to review existing trends and develop new strategies based on supply and demand', 'Build and develop new business pipelines to increase the organisations market share', 'Develop a framework and process to manage business risk in chartering operations', ""Develop and maintain the organisation's portfolio of clients"", 'Develop strategies for resource planning and utilisation', 'Drive a culture of innovation and efficiency to ensure processes are productive', 'Formulate business growth proposals for fleet expansion', 'Foster and deepen relationships with clients', 'Lead a team of Ship Charterers', 'Monitor and manage performance of chartering business to optimise revenue for the business', 'Monitor the effectiveness of workflow improvements', 'Oversee negotiations relating to ship chartering', 'Review the utilisation of resources']",Sea Transport
21711.SEA.02.002,Shipping & Maritime Services,"['A Chief Engineer heads the marine engineering department on a vessel, and is responsible for the operation and maintenance of its various systems.', 'These include those related to propulsion, electrical power generation and water distillation.', 'The Chief Engineer ensures that the engine room meets the standards of inspecting port authorities.', 'The Chief Engineer ensures that there are sufficient spare parts and extra fuel on board.', 'In an emergency, the Chief Engineer is in charge of what happens in the engine room.', 'The Chief Engineer is required to pass a colour vision test and fulfil requirements stipulated in the Standards of Training, Certification and Watchkeeping for Seafarers issued by the International Maritime Organisation.', 'Control trim, stability and stress', 'Detect and identify the cause of machinery malfunctions, and correct faults', 'Develop emergency and damage control plans, and handle emergency situations', 'Manage fuel, lubrication and ballast operations', 'Manage operation of electrical and electronic equipment', 'Manage safe and effective maintenance and repair procedures', 'Manage the operation of propulsion plant and machinery', 'Manage troubleshooting, restoration of electrical and electronic control equipment to operating condition', 'Monitor and control compliance with legislative requirements and measures to ensure safety of life at sea, as well as security and protection of the marine environment', 'Plan and schedule operations']",Sea Transport
21711.SEA.01.003,Port Operations,"[""A Chief Engineer (Special Limit) manages vessels operating within Singapore's Special Limit, which is a radius of 30 nautical miles from the port."", 'The main propulsion machinery of such vessels is less than 3,000kW.', ""The head engineer is responsible for the operation and maintenance of the ship's propulsion and other mechanical and electrical systems."", 'The individual must pass a colour vision test and fulfil requirements stipulated in the Standards of Training, Certification and Watchkeeping for Seafarers issued by the International Maritime Organisation.', 'Apply first aid to survivors', 'Carry out a rescue in a smoke-filled space', ""Maintain proper records of movements and activities relating to ship's engineering systems"", 'Monitor machinery in accordance with schedules, operating conditions and instructions throughout normal operation', 'Plan and carry out operations in accordance with operating manuals, established rules and procedures to ensure safety of operations', 'Relieve, maintain and hand over the watch in accordance with practices and procedures, and established safety rules and regulations', 'Take charge of a survival craft or rescue boat during and after launch', 'Use locating devices, including communication and signalling apparatus']",Sea Transport
11201.SEA.01.006,Shipping & Maritime Services,"['A Chief Executive Officer, commonly known as the CEO, leads an organisation and sets its strategic priorities in shipping, chartering and fleet management.', ""This individual is answerable for the safety and efficiency of all facets of a fleet's operations, including repair and maintenance activities, vessel inspections, dockings, major projects and sustainable commercial viability of the fleet vessels."", 'All operations must comply with the highest standards of international ship management, relevant legislation and quality standards.', 'This leader monitors and mentors a team of managers and superintendents, and is expected to keep abreast of the latest developments in the organisation and industry.', 'The CEO takes a proactive approach in inspiring a culture of process improvement to enhance workflow and efficiency.', ""The position also calls for active engagement with owners' representatives to understand their short- and long-term requirements."", 'The CEO must be a strategic thinker with the affinity to solve highly complex issues in an informed and decisive manner.', 'Strong administrative and organisational skills as well as the ability to adapt quickly to change are also important prerequisites for the job.', 'Build a culture of innovation within the organisation to encourage continuous improvement', ""Drive the organisation's ship efficiency management"", 'Evaluate recommendations for potential business opportunities', ""Evaluate the organisation's financial performance"", 'Foster relationships with key stakeholders and regulatory authorities', 'Institute compliance systems and practices to monitor adherence to regulations', 'Oversee crew management policies and procedures', ""Oversee the organisation's Planned Maintenance System, ship inspections, audits and dockings"", 'Promote engagement strategies to improve crew performance', 'Review and refine organisation strategies and targets for endorsement', 'Set directions, goals and targets to ensure achievement of organisational vision, mission, goals and objectives']",Sea Transport
31521.SEA.01.003,Port Operations,"[""A Chief Mate (Special Limit) is responsible for planning the route and navigating a vessel operating within Singapore's Special Limit, about 30 nautical miles from the port."", 'Responsibilities include determining the geographical position of the vessel, and keeping watch on the bridge and over its equipment.<br><br>Duties include maintaining charts and publications, and ensuring that equipment, including life-saving and fire-fighting appliances, are in top working condition.<br><br>In the event of emergencies, the Chief Mate responds to search and rescue operations.', 'The individual exercises sound judgement, and acts quickly with confidence in a crisis.<br><br>The individual reports to the Master (Special Limits), and assists in communicating and enforcing company policies and procedures.<br><br>The Chief Mate has strong time management skills, is able to set priorities, handle multiple tasks, and meet deadlines.', 'The individual is also able to get along with people of various nationalities.', 'The individual must not be colour blind and must fulfil the requirements stipulated in the Standards of Training, Certification and Watchkeeping for Seafarers issued by the International Maritime Organisation.', 'Inspect and report defects and damage to cargo spaces, hatch covers and ballast tanks', 'Maintain a safe navigational watch', 'Maintain seaworthiness of the ship', 'Manoeuvre the ship', 'Monitor compliance with legislative requirements', 'Monitor the loading, stowage, securing and care during the voyage and unloading of cargoes', 'Operate life-saving equipment and apply medical first aid on board ships', ""Plan and conduct a passage, and determine the ship's position"", 'Prevent, control and fight fires on board ships', 'Respond to a distress signal at sea', 'Supervise the crew and encourage teamwork amongst the crew', 'Transmit and receive information by visual signalling']",Sea Transport
21443.SEA.01.003,Port Operations,"['An Engineer is responsible for the maintenance and servicing of port equipment and associated electrical and mechanical parts.', 'Overseeing a team of assistant engineers and technicians, the Engineer ensures that maintenance works are carried out with minimal disruption to port operations and in accordance with regulatory requirements.', 'The Engineer also works directly with vendors to address and resolve technical issues and complex repairs of port equipment.', 'Responsibilities include developing and implementing maintenance regimes, as well as assessing risks and their impact on the organisation.', 'The Engineer also oversees day-to-day operations and the implementation of workflow improvements to enhance customer satisfaction and optimise resources.', 'The work would involve shift work and working at heights.', 'The individual is a multitasker and team player with strong leadership skills and the ability to perform under pressure.', 'Analyse risk management data', 'Conduct audits on maintenance of equipment', 'Develop training roadmaps to address competencies of port engineering team', 'Develop, coordinate, or monitor all aspects of installation and commissioning', 'Manage compliance with risk management frameworks, policies and processes', 'Manage engineering resources and budget', 'Manage tenders and evaluate bidders for resource management', 'Measure equipment efficiency to propose improvements', 'Monitor maintenance and repair schedules', 'Oversee the deployment of staff to maintenance functions', 'Oversees complex repairs of port equipment', 'Oversees implementation of workflow improvements to improve efficiency', 'Participate in the design and detailing for Automated Guided Vehicles (AGVs)', 'Prepare specifications and drawings installation', 'Specify system components or direct modification of products']",Sea Transport
31591.SEA.01.001,Port Operations,"['An Equipment Specialist moves cargo within the shipyard in a safe and efficient manner that complies with Workplace Safety and Health (WSH) regulations.', 'The role entails inspecting work site conditions prior to setting up equipment, and paying attention to the limits of equipment capacity and the weight of cargo to avoid overloading.', 'Responsibilities include checking that equipment is safe and free from defects, and specifying and positioning equipment used.', 'Identifying bottlenecks and proposing improvements to workflow are part of the job.', 'Organised, physically fit and with good hand-eye coordination, the Equipment Specialist must be comfortable working at heights and in all weather conditions.', 'The individual must be able to read and interpret job specifications, and perform with minimal supervision.', 'Comply with Workplace Safety and Health (WSH) policies, procedures and regulations', 'Conduct pre- and post-operation checks on equipment', 'Handle gantry operations', 'Operate equipment to move cargo', 'Prepare worksite for cargo operations', 'Propose initiatives to enhance workflows and productivity', 'Propose workflow improvements to improve efficiency']",Sea Transport
31522.SEA.01.003,Port Operations,"['A Harbour Pilot provides pilotage services, manoeuvring ships entering and departing the port and anchoring them.', 'Responsibilities also include berthing and unberthing the vessel.', 'This individual possesses a Harbour Pilot Licence issued by the relevant authority of the country where the vessel is registered or licensed.', 'The Harbour Pilot acts in accordance with port regulations and maintains up-to-date knowledge of regulatory requirements, including established emergency response plans.<br><br>A Harbour Pilot has to constantly acquire new skills and knowledge.', 'The individual is customer-oriented, analytical, thorough and organised.', 'Care and diligence on the job are necessary, as is a proven ability to manage relationships and maintain rapport with people at all levels.', 'Act as port emergency coordinator in the event of emergencies', 'Advise and assist port management with operational, technical and environmental matters', 'Assist with coordinating all arrangements for ship arrivals, anchoring, berthing, unberthing, shifting ships and departure', 'Complete pilotage documentation and provide accurate information for charging', 'Cooperate with investigations in any breaches of health, safety and security', 'Liaise with and advise hydrographic office on notice matters, navigational warnings and hydrographic reports', 'Maintain positive relations with the Port Master and other senior port management personnel', 'Provide advice and expertise in marine-related matters including planning, construction and maintenance of navigational aids and marine structures']",Sea Transport
31522.SEA.01.004,Port Operations,"['A Harbour Pilot Manager leads a pilotage team and oversees its day-to-day operations and performance.', 'Responsibilities include ensuring that harbour pilots are fully trained and up to date with the latest developments in pilotage and port regulations.', 'Other duties include preparing and maintaining the emergency response plan and liaising with port users to ensure smooth operations.', 'The Harbour Pilot Manager also investigates reports of marine incidents and initiates proposals for improving workflow to enhance efficiency and productivity.', 'The job involves monitoring the overall budget and expenditure of the business unit, and taking action, where necessary, to control variances in expenditure.', 'This role is suitable for a person with excellent communication skills who likes to work in a challenging environment.', 'Analyse budget and expenditure reports', ""Assist with the coordination and management of port incidents and emergency situations, including performing 'on call' duties"", 'Comply with health, safety, security and environment issues', 'Develop new business opportunities and service provision for existing users', 'Develop strategies for resource planning and utilisation', 'Formulate budgets and oversee costs', 'Foster positive relations with the Port Master and other senior port management personnel', 'Implement improvements to workflows to improve efficiency', 'Maintain the Port Facilities Security Plan in compliance with relevant legislation and guidance', 'Manage a team of harbour pilots, including allocation of duties and competency training', 'Oversee implementation of workflow improvements to improve efficiency', 'Oversee the day-to-day management of ship movements', 'Review purchasing performance to identify shortcomings', 'Review, create and implement harbour operations procedures in compliance with regulatory requirements']",Sea Transport
21443.SEA.01.005,Port Operations,"['A Head of Engineering oversees and directs the use of technology and equipment in the ports.', 'The individual is responsible for coordinating from end to end, the user requirements of port technology and is in charge of coaching the engineering staff on the use of these technologies.', 'The Head of Engineering is also responsible for identifying dependencies and bottlenecks, managing internal and external parties involved in the business and keeping an eye on timing and deliverables.', 'This core member of management contributes to the overall organisation strategy and works with external parties to implement solutions.', ""The individual must also align technology enhancements with the port's business objectives and budgetary needs."", 'Keeping abreast of latest developments in the organisation and industry is important as is the ability to take a proactive approach in inspiring a culture of process improvement to enhance workflow and efficiency.', 'The Head of Engineering should be an analytical thinker with the capability to make strategic technology decisions.', 'Act as a subject matter and industry expert in technology selection', 'Build and manage project schedules based on product requirements, technical challenges, tooling lead time and business needs', 'Design and oversee the implementation of technology solutions', ""Drive organisation's port equipment efficiency management"", 'Establish strategic long-term technology goals, as well as policies and procedures for the organisation based on business objectives and budget requirements', 'Explore and evaluate current  Automated Guided Vehicles (AGVs) and identify their ability to meet the port requirements', 'Explore new technologies in the maintenance of port equipment', 'Oversee and deploy new applications and enhancements to existing equipment', 'Oversee the overall equipment efficiency to assess the performance of equipment']",Sea Transport
13243.SEA.01.005,Port Operations,"['Leading a large team of managers, executives and equipment specialists, the Head, Port Operations, oversees the safe and efficient operation of the port.', 'Day-to-day activities include monitoring of port and berthing movements, managing relationships and negotiating contracts, and working closely with management and external stakeholders on strategic planning.', 'The leader holds authority on all decisions relating to port operations, and oversees the crisis management protocols for the port.', 'Keeping abreast of all latest developments in the organisation and industry, and taking a proactive approach in inspiring a culture of process improvement to enhance workflow and efficiency, are some of the many responsibilities of the Head, Port Operations.', 'Traits such as well-organised with excellent planning skills and in-depth knowledge in equipment used in the ports should be the second nature of this leader.', 'Build a culture of innovation within the organisation to encourage continuous improvement', 'Collaborate with business partners to maintain and strengthen existing business relationships', ""Drive organisation's port equipment efficiency management"", 'Formulate strategic business plans for the port and its functions', 'Monitor and review market trends', 'Network to establish new partnerships', 'Oversee allocation of resources, equipment, and the infrastructure supporting port operations', 'Review manpower planning requirements']",Sea Transport
21443.SEA.01.004,Port Operations,"['A Lead Engineer heads a team of engineers and technicians, and oversees the smooth and efficient operation of port equipment.', 'The individual also takes overall charge of maintenance, as well as the commissioning and installation of new equipment and technology.', 'The Lead Engineer assesses and manages risks and ensures that equipment complies with regulatory requirements.', 'Responsibilities include training staff in maintenance and troubleshooting, and ensuring there is sufficient labour to operate new equipment.', 'The Lead Engineer is also in charge of establishing systems and practices to encourage workflow improvements that enhance productivity.', 'This strong leader needs to have excellent problem solving, analytical, communication and negotiation skills.', 'The Lead Engineer must keep abreast of cutting-edge technologies and methods in the field.', 'Collaborate with third parties on system build and integration testing', 'Create technical specifications, test plans and documentation', 'Develop a framework and process to manage business risk in chartering operations', 'Develop strategic plans and roadmaps based on business drivers', 'Encourage innovation and efficiency improvements to ensure processes are productive', 'Establish budget for the business unit, financial statements and performance', 'Initiate and lead the design and development of Automated Guided Vehicle (AGV) and its related equipment which includes concept development, prototype testing and engineering design', 'Monitor the life cycle of the port equipment to introduce end-of-life measures', 'Oversee the development of training roadmaps for the engineering team', 'Perform quality control checks', 'Provide technical advice on feasibility, cost and timeline of port equipment projects', 'Set milestones, communicate project status, and identify or address setbacks', 'Submit reports on port equipment performance and efficiency', 'Support troubleshooting during installation and start-up', 'Validate the selection of core AGV components based on the system and organisation requirements']",Sea Transport
13291.SEA.01.004,Shipping & Maritime Services,"[""A Marine Manager monitors the organisation's ships and ensures their compliance with international regulatory requirements, such as the International Safety Management (ISM), International Ship and Port Facility Security (ISPS) and International Standardization of Organization (ISO) codes."", 'This involves keeping abreast of new rules, regulations and legislation relevant to the organisation and operation of ships.', ""The Marine Manager, who reports to the Fleet Director,  also provides marine-related inputs and advice to parties within and outside the organisation's management, including ship superintendents and personnel of coordinating vessels."", 'The individual also liaises with the fleet director and marine superintendents to achieve annual key performance indicators (KPIs).', ""Part of the job involves ensuring adherence to the organisation's risk management procedures, developing a framework to manage, and overseeing the implementation of workflow improvements that may enhance customer satisfaction."", 'Other duties include managing and motivating a multicultural team of marine and senior marine superintendents.', ""The Marine Manager should have in-depth knowledge of ships and be proactive about improving marine operations and management of the organisation's ships."", 'Analyse budget and expenditure reports', 'Analyse risks of potential business opportunities', 'Conduct interviews and make recommendations on new hires', 'Coordinate safe and efficient operation of the ships in accordance with standards of international ship management, relevant legislation and quality standards', 'Develop a framework and process to manage business risk', 'Develop strategies for resource planning and utilisation', 'Establish the Planned Maintenance System (PMS) for the business', 'Evaluate effectiveness of systems and strategies to monitor compliance', 'Evaluate emergency crisis management plans', 'Formulate resource budgets for ships and oversee costs', 'Identify and solicit prospective clients', 'Implement improvements to workflows to improve efficiency', 'Monitor reports to ensure ships meet requirements and possess the relevant documentation', 'Oversee implementation of workflow improvements to improve efficiency', 'Oversee ship inspections, audits and dry dockings', 'Review purchasing performance to identify shortcomings', ""Set goals, expectations and coach crew in line with organisation's competence and performance management objectives""]",Sea Transport
